order_id,order_date,ship_date,ship_mode,customer_id
CA-2011-136742,2011-04-06,2011-04-10,Standard Class,GP-14740
CA-2013-158099,2013-09-04,2013-09-06,First Class,PK-18910
CA-2012-131128,2012-10-19,2012-10-20,First Class,TB-21520
CA-2011-148488,2011-12-10,2011-12-15,Standard Class,SM-20005
CA-2014-114636,2014-08-26,2014-08-30,Standard Class,GA-14725
CA-2013-116736,2013-01-17,2013-01-21,Standard Class,CC-12430
US-2011-158638,2011-09-17,2011-09-21,Standard Class,AG-10765
CA-2014-111689,2014-12-01,2014-12-03,Second Class,HP-14815
CA-2012-129098,2012-10-09,2012-10-13,Standard Class,DK-13090
US-2014-123463,2014-12-24,2014-12-24,Same Day,GZ-14470
CA-2013-165148,2013-10-23,2013-10-25,First Class,PM-19135
CA-2011-134061,2011-04-29,2011-05-04,Standard Class,LL-16840
CA-2012-143602,2012-04-25,2012-04-28,Second Class,JS-15595
CA-2014-115364,2014-06-27,2014-07-03,Standard Class,OT-18730
CA-2014-150707,2014-10-15,2014-10-20,Standard Class,EL-13735
CA-2011-104976,2011-12-09,2011-12-16,Standard Class,CK-12760
CA-2014-132934,2014-06-21,2014-06-27,Standard Class,JE-15475
CA-2014-133256,2014-06-27,2014-06-28,First Class,TH-21550
CA-2013-105494,2013-11-11,2013-11-13,First Class,PC-18745
CA-2013-140634,2013-10-04,2013-10-07,Second Class,HL-15040
CA-2011-144407,2011-09-09,2011-09-15,Standard Class,MS-17365
CA-2014-160983,2014-10-30,2014-11-01,Second Class,GB-14530
US-2013-114622,2013-04-11,2013-04-13,First Class,JR-16210
CA-2014-150959,2014-11-12,2014-11-14,First Class,TD-20995
CA-2014-132353,2014-09-16,2014-09-18,First Class,DB-13060
CA-2013-130477,2013-04-09,2013-04-13,Standard Class,LC-17140
CA-2014-143259,2014-12-31,2015-01-04,Standard Class,PO-18865
CA-2014-137596,2014-09-03,2014-09-08,Standard Class,BE-11335
CA-2012-133627,2012-05-31,2012-06-07,Standard Class,SC-20050
CA-2014-102519,2014-11-28,2014-11-30,First Class,BM-11650
US-2011-141215,2011-06-15,2011-06-21,Standard Class,KL-16555
CA-2013-165218,2013-03-06,2013-03-12,Standard Class,RW-19630
CA-2011-138296,2011-12-05,2011-12-12,Standard Class,RC-19825
CA-2012-111164,2012-04-11,2012-04-15,Standard Class,SE-20110
CA-2013-149797,2013-09-16,2013-09-21,Standard Class,AH-10075
CA-2011-132962,2011-09-13,2011-09-16,First Class,JM-15535
CA-2012-115091,2012-10-05,2012-10-09,Standard Class,JJ-15760
CA-2014-144932,2014-04-15,2014-04-18,First Class,AB-10165
CA-2014-114216,2014-09-03,2014-09-07,Standard Class,RK-19300
CA-2013-140081,2013-06-21,2013-06-25,Standard Class,CG-12040
US-2014-111745,2014-11-06,2014-11-07,First Class,RA-19885
CA-2012-148250,2012-12-13,2012-12-17,Standard Class,RP-19270
CA-2013-105760,2013-06-20,2013-06-21,First Class,KC-16255
CA-2013-142958,2013-12-14,2013-12-21,Standard Class,RW-19630
CA-2012-120880,2012-05-29,2012-06-03,Standard Class,JL-15850
US-2012-140200,2012-07-26,2012-07-28,First Class,CA-12775
US-2014-110576,2014-11-29,2014-12-03,Standard Class,RB-19795
CA-2014-131156,2014-04-04,2014-04-08,Standard Class,KH-16360
CA-2014-136539,2014-12-29,2015-01-02,Standard Class,GH-14665
CA-2014-119305,2014-12-01,2014-12-05,Standard Class,SW-20275
CA-2014-102414,2014-05-16,2014-05-19,Second Class,JA-15970
CA-2012-112571,2012-09-22,2012-09-22,Same Day,DL-12925
CA-2014-152142,2014-11-15,2014-11-20,Standard Class,LW-16990
CA-2012-160059,2012-11-27,2012-12-01,Standard Class,TB-21190
CA-2013-120859,2013-09-02,2013-09-05,First Class,CV-12805
CA-2011-127488,2011-09-22,2011-09-24,Second Class,MS-17365
CA-2014-135279,2014-04-10,2014-04-12,First Class,BS-11800
CA-2011-115791,2011-01-17,2011-01-19,Second Class,DL-13315
US-2014-103247,2014-10-06,2014-10-09,Second Class,PO-19195
US-2014-100209,2014-07-10,2014-07-16,Standard Class,TD-20995
CA-2014-159366,2014-01-08,2014-01-11,First Class,BW-11110
CA-2013-145499,2013-05-31,2013-06-01,First Class,RW-19690
CA-2012-157035,2012-12-09,2012-12-12,First Class,KB-16600
CA-2013-144939,2013-10-04,2013-10-09,Standard Class,EB-13870
CA-2011-163419,2011-11-11,2011-11-14,Second Class,TZ-21580
CA-2014-100314,2014-09-30,2014-10-06,Standard Class,AS-10630
CA-2012-146829,2012-03-10,2012-03-10,Same Day,TS-21340
CA-2014-167899,2014-05-22,2014-05-27,Standard Class,JG-15805
CA-2012-153549,2012-03-29,2012-03-31,Second Class,SL-20155
CA-2013-110023,2013-09-10,2013-09-12,First Class,TS-21610
CA-2013-105585,2013-08-27,2013-08-28,First Class,RF-19735
CA-2011-117639,2011-05-21,2011-05-25,Standard Class,MW-18235
CA-2012-162537,2012-10-28,2012-11-03,Standard Class,RD-19585
CA-2013-155488,2013-11-14,2013-11-18,Standard Class,FM-14290
CA-2012-124891,2012-07-31,2012-07-31,Same Day,RH-19495
CA-2012-126445,2012-08-27,2012-08-31,Standard Class,RA-19945
CA-2012-111199,2012-11-13,2012-11-17,Standard Class,JK-15730
CA-2012-105312,2012-11-06,2012-11-09,First Class,MT-17815
US-2014-106705,2014-12-27,2015-01-02,Standard Class,PO-18850
CA-2014-135034,2014-08-02,2014-08-04,First Class,AT-10735
CA-2011-158540,2011-11-24,2011-11-26,First Class,VG-21790
CA-2014-118437,2014-06-18,2014-06-22,Second Class,PF-19165
US-2012-126214,2012-12-21,2012-12-24,Second Class,JS-15880
CA-2012-133025,2012-09-17,2012-09-19,Second Class,MO-17800
CA-2012-108665,2012-07-06,2012-07-10,Standard Class,KM-16225
CA-2012-124450,2012-04-27,2012-05-03,Standard Class,GT-14710
CA-2012-167269,2012-06-16,2012-06-20,Standard Class,PB-19150
CA-2014-106964,2014-12-18,2014-12-21,First Class,HR-14770
CA-2013-126529,2013-01-11,2013-01-13,Second Class,DE-13255
CA-2011-163552,2011-07-11,2011-07-15,Standard Class,LA-16780
CA-2013-109820,2013-11-21,2013-11-23,First Class,AG-10390
CA-2013-113061,2013-04-23,2013-04-27,Standard Class,EL-13735
CA-2012-127418,2012-06-13,2012-06-14,First Class,JJ-15445
CA-2014-121818,2014-11-21,2014-11-22,First Class,JH-15430
CA-2013-127670,2013-03-21,2013-03-25,Standard Class,RD-19660
CA-2013-102981,2013-09-07,2013-09-10,Second Class,MO-17500
CA-2014-115651,2014-07-10,2014-07-13,First Class,NS-18640
CA-2014-152702,2014-10-13,2014-10-17,Standard Class,SN-20710
CA-2013-169103,2013-03-09,2013-03-14,Standard Class,ZC-21910
CA-2011-139192,2011-05-27,2011-06-01,Second Class,LC-16885
US-2012-153500,2012-07-03,2012-07-05,First Class,DG-13300
CA-2012-110667,2012-04-04,2012-04-08,Standard Class,NF-18595
CA-2014-167150,2014-12-11,2014-12-18,Standard Class,BP-11185
CA-2013-105284,2013-11-25,2013-12-02,Standard Class,MG-17650
US-2012-125374,2012-03-23,2012-03-29,Standard Class,JD-16060
CA-2012-161263,2012-04-16,2012-04-21,Standard Class,TS-21160
CA-2013-157686,2013-10-02,2013-10-03,First Class,BD-11620
US-2014-139955,2014-09-29,2014-10-01,Second Class,CM-12160
US-2012-150161,2012-07-25,2012-07-29,Standard Class,RB-19795
CA-2012-144652,2012-11-20,2012-11-26,Standard Class,SN-20560
CA-2013-152814,2013-04-29,2013-05-03,Standard Class,EH-14005
CA-2014-106943,2014-11-15,2014-11-20,Standard Class,FO-14305
CA-2013-134348,2013-11-13,2013-11-20,Standard Class,MS-17710
CA-2013-161781,2013-09-30,2013-10-01,First Class,CC-12100
CA-2014-132521,2014-09-24,2014-09-26,Second Class,DW-13540
CA-2012-110016,2012-11-29,2012-12-04,Standard Class,BT-11395
US-2013-143819,2013-03-02,2013-03-06,Standard Class,KD-16270
CA-2013-167584,2013-08-13,2013-08-13,Same Day,LC-16870
CA-2013-166163,2013-08-16,2013-08-21,Second Class,CY-12745
CA-2014-158407,2014-06-05,2014-06-11,Standard Class,LW-16990
CA-2012-143490,2012-12-06,2012-12-13,Standard Class,NP-18325
CA-2012-165085,2012-12-27,2012-12-31,Standard Class,BT-11485
CA-2014-160423,2014-01-22,2014-01-27,Standard Class,PS-19045
CA-2011-159338,2011-06-25,2011-06-28,First Class,NS-18640
CA-2013-107216,2013-06-15,2013-06-18,First Class,PV-18985
US-2014-145863,2014-04-22,2014-04-28,Standard Class,RP-19390
CA-2013-112340,2013-10-22,2013-10-28,Standard Class,NM-18520
US-2013-110156,2013-11-20,2013-11-25,Standard Class,EH-13945
CA-2014-140585,2014-12-19,2014-12-24,Second Class,RA-19915
CA-2013-144855,2013-07-23,2013-07-25,Second Class,DL-13495
CA-2012-142755,2012-09-04,2012-09-08,Standard Class,CS-12355
US-2011-147627,2011-01-21,2011-01-27,Standard Class,HL-15040
CA-2012-105970,2012-03-02,2012-03-07,Standard Class,PA-19060
CA-2013-112102,2013-04-13,2013-04-17,Standard Class,BD-11605
US-2013-114776,2013-12-07,2013-12-08,First Class,GG-14650
US-2013-134908,2013-06-06,2013-06-10,Standard Class,JS-15940
US-2013-148803,2013-12-12,2013-12-12,Same Day,LR-16915
CA-2013-152170,2013-11-13,2013-11-16,Second Class,FH-14275
CA-2011-146969,2011-09-29,2011-10-03,Standard Class,AP-10915
CA-2012-112452,2012-04-04,2012-04-04,Same Day,NC-18340
CA-2012-113971,2012-05-08,2012-05-14,Standard Class,CB-12535
CA-2014-160395,2014-01-01,2014-01-07,Standard Class,KL-16555
CA-2011-136567,2011-12-20,2011-12-21,First Class,PS-19045
CA-2013-149314,2013-07-03,2013-07-08,Second Class,GB-14530
CA-2014-147039,2014-06-30,2014-07-05,Standard Class,AA-10315
CA-2011-126522,2011-09-01,2011-09-05,Second Class,LT-16765
CA-2011-127964,2011-03-03,2011-03-08,Standard Class,AP-10720
CA-2011-117709,2011-05-04,2011-05-08,Standard Class,PM-18940
CA-2012-125416,2012-11-02,2012-11-02,Same Day,KC-16540
CA-2014-145226,2014-12-09,2014-12-11,Second Class,DL-13315
US-2011-100279,2011-03-10,2011-03-14,Standard Class,SW-20275
CA-2011-158064,2011-04-21,2011-04-25,Standard Class,AA-10375
US-2012-104430,2012-10-22,2012-10-26,Standard Class,LT-17110
CA-2012-132080,2012-08-22,2012-08-25,First Class,DP-13105
CA-2013-161207,2013-08-30,2013-09-04,Standard Class,AB-10060
CA-2011-120243,2011-12-27,2011-12-30,Second Class,AT-10435
CA-2013-113621,2013-12-02,2013-12-06,Standard Class,JE-15745
CA-2013-168081,2013-04-25,2013-04-28,Second Class,CA-12055
CA-2011-128146,2011-06-21,2011-06-25,Standard Class,DB-13060
CA-2014-138779,2014-01-15,2014-01-16,First Class,RB-19570
CA-2011-127131,2011-11-24,2011-11-30,Standard Class,HR-14830
CA-2014-117212,2014-02-27,2014-03-01,Second Class,BT-11530
US-2012-130519,2012-09-15,2012-09-15,Same Day,NG-18355
CA-2013-130946,2013-04-09,2013-04-13,Standard Class,ZC-21910
CA-2013-114727,2013-07-19,2013-07-25,Standard Class,LS-16945
CA-2014-133235,2014-08-02,2014-08-05,First Class,LH-16750
CA-2013-137050,2013-07-15,2013-07-19,Second Class,SW-20755
US-2014-118087,2014-09-10,2014-09-14,Standard Class,SP-20620
CA-2011-110184,2011-07-12,2011-07-16,Standard Class,BF-11170
CA-2013-126004,2013-12-05,2013-12-06,First Class,BM-11140
CA-2014-100013,2014-11-07,2014-11-12,Standard Class,ZC-21910
CA-2012-132570,2012-10-31,2012-11-02,Second Class,KT-16480
CA-2013-153682,2013-05-31,2013-06-02,First Class,BG-11695
CA-2013-144344,2013-10-29,2013-10-29,Same Day,PG-18820
CA-2011-127012,2011-08-11,2011-08-15,Standard Class,GM-14680
CA-2013-128727,2013-08-30,2013-09-05,Standard Class,MO-17800
US-2013-162859,2013-02-15,2013-02-22,Standard Class,PG-18820
CA-2014-133641,2014-05-15,2014-05-22,Standard Class,EJ-14155
CA-2011-168494,2011-12-12,2011-12-14,Second Class,NP-18700
CA-2014-115602,2014-12-19,2014-12-25,Standard Class,DJ-13630
CA-2012-154956,2012-07-04,2012-07-09,Standard Class,IM-15070
CA-2014-144638,2014-03-11,2014-03-15,Standard Class,MH-18115
US-2013-168620,2013-12-25,2013-12-29,Second Class,RB-19795
CA-2014-117079,2014-10-24,2014-10-28,Standard Class,JR-15700
US-2013-144393,2013-10-29,2013-11-05,Standard Class,SM-20950
CA-2014-105053,2014-07-08,2014-07-10,Second Class,CS-12355
CA-2013-155992,2013-10-02,2013-10-03,First Class,CC-12220
CA-2014-110380,2014-09-03,2014-09-08,Standard Class,PF-19225
US-2011-167738,2011-12-24,2011-12-29,Standard Class,JC-16105
CA-2014-121412,2014-09-24,2014-09-28,Standard Class,BG-11695
CA-2014-100426,2014-06-05,2014-06-09,Standard Class,DC-12850
US-2013-103646,2013-04-22,2013-04-27,Standard Class,SP-20545
CA-2013-119186,2013-05-27,2013-05-27,Same Day,MS-17710
CA-2013-148698,2013-05-03,2013-05-08,Standard Class,BD-11770
CA-2011-163293,2011-09-08,2011-09-11,First Class,KC-16255
CA-2013-160815,2013-09-06,2013-09-07,First Class,TR-21325
CA-2014-122154,2014-04-10,2014-04-12,First Class,SA-20830
US-2012-149692,2012-12-06,2012-12-12,Standard Class,KW-16435
CA-2013-119445,2013-06-27,2013-07-04,Standard Class,GM-14500
CA-2012-124268,2012-07-04,2012-07-08,Standard Class,AD-10180
CA-2013-154711,2013-11-23,2013-11-27,Standard Class,TB-21355
CA-2013-163384,2013-11-11,2013-11-13,First Class,CC-12430
CA-2012-101707,2012-08-27,2012-09-01,Standard Class,PF-19165
CA-2012-138898,2012-05-25,2012-05-29,Standard Class,JH-16180
CA-2014-115427,2014-12-31,2015-01-04,Standard Class,EB-13975
CA-2013-134425,2013-12-09,2013-12-13,Second Class,QJ-19255
CA-2012-121391,2012-10-04,2012-10-07,First Class,AA-10315
CA-2013-137043,2013-12-24,2013-12-26,Second Class,LC-17140
CA-2012-115847,2012-09-19,2012-09-24,Second Class,TC-21535
US-2014-126179,2014-07-04,2014-07-08,Standard Class,CS-12460
CA-2013-101966,2013-07-15,2013-07-17,Second Class,BM-11785
CA-2013-141397,2013-06-21,2013-06-22,First Class,RC-19825
CA-2013-141082,2013-12-10,2013-12-14,Standard Class,FM-14380
US-2013-134488,2013-09-25,2013-10-02,Standard Class,PK-19075
CA-2013-145919,2013-12-19,2013-12-24,Standard Class,HG-14965
CA-2014-157651,2014-12-11,2014-12-15,Standard Class,HA-14920
CA-2011-160773,2011-07-01,2011-07-05,Standard Class,LW-16825
CA-2014-167703,2014-02-04,2014-02-09,Standard Class,MC-17575
CA-2014-121804,2014-03-04,2014-03-09,Standard Class,LP-17095
CA-2014-162635,2014-10-10,2014-10-11,First Class,EB-14170
CA-2011-107153,2011-09-28,2011-10-03,Standard Class,GZ-14545
US-2011-117058,2011-05-27,2011-05-30,First Class,LE-16810
CA-2012-120439,2012-06-14,2012-06-18,Standard Class,AD-10180
CA-2013-128258,2013-03-31,2013-04-02,First Class,CP-12085
CA-2014-106033,2014-10-16,2014-10-19,Second Class,FG-14260
CA-2013-142762,2013-05-24,2013-05-28,Standard Class,LD-17005
CA-2014-127705,2014-06-03,2014-06-07,Standard Class,AB-10255
CA-2011-122567,2011-02-17,2011-02-22,Standard Class,MN-17935
CA-2011-121664,2011-05-06,2011-05-10,Standard Class,HP-14815
CA-2013-122133,2013-05-17,2013-05-24,Standard Class,JR-15670
US-2014-123281,2014-04-03,2014-04-08,Standard Class,JF-15190
CA-2014-100524,2014-04-01,2014-04-03,Second Class,CM-12115
CA-2014-113481,2014-01-03,2014-01-05,First Class,AS-10045
CA-2012-131758,2012-05-28,2012-06-01,Standard Class,KB-16315
CA-2011-118339,2011-03-17,2011-03-24,Standard Class,BN-11515
CA-2011-153976,2011-10-03,2011-10-08,Second Class,BP-11290
CA-2013-162901,2013-03-29,2013-04-01,First Class,AS-10045
CA-2014-162978,2014-05-05,2014-05-10,Standard Class,LW-16990
US-2011-160444,2011-07-05,2011-07-05,Same Day,DC-12850
CA-2013-145247,2013-05-06,2013-05-08,First Class,ND-18370
CA-2014-160045,2014-04-27,2014-04-28,First Class,LB-16735
US-2011-151925,2011-09-26,2011-10-01,Second Class,KT-16465
CA-2014-125199,2014-10-20,2014-10-26,Standard Class,HM-14860
US-2014-155425,2014-11-11,2014-11-12,First Class,AB-10600
CA-2014-133249,2014-07-09,2014-07-12,First Class,SZ-20035
US-2012-103471,2012-12-24,2012-12-28,Standard Class,JR-15670
CA-2014-136672,2014-03-08,2014-03-13,Standard Class,MG-17890
US-2011-157021,2011-04-01,2011-04-06,Second Class,KM-16720
CA-2012-120362,2012-09-14,2012-09-19,Standard Class,CA-12265
CA-2011-126361,2011-08-04,2011-08-09,Second Class,VD-21670
US-2013-100566,2013-09-04,2013-09-10,Standard Class,JK-16120
US-2013-108504,2013-02-05,2013-02-05,Same Day,PP-18955
CA-2014-124828,2014-07-04,2014-07-05,First Class,YS-21880
US-2014-117247,2014-10-10,2014-10-15,Standard Class,CK-12760
CA-2013-124485,2013-11-25,2013-11-27,First Class,NC-18340
CA-2013-159212,2013-11-02,2013-11-06,Standard Class,KM-16375
US-2013-161396,2013-04-20,2013-04-26,Standard Class,GM-14455
US-2011-118486,2011-04-06,2011-04-08,First Class,SD-20485
CA-2013-130407,2013-09-03,2013-09-07,Standard Class,KD-16270
US-2013-122245,2013-09-26,2013-10-01,Standard Class,AB-10105
CA-2014-105144,2014-11-05,2014-11-12,Standard Class,SZ-20035
CA-2013-136329,2013-07-10,2013-07-14,Standard Class,JD-15895
CA-2011-146640,2011-06-30,2011-07-05,Standard Class,HA-14905
CA-2014-115994,2014-01-29,2014-02-01,Second Class,BT-11305
CA-2012-126697,2012-09-21,2012-09-24,First Class,SV-20815
CA-2012-124800,2012-09-26,2012-09-30,Standard Class,RW-19540
US-2012-164448,2012-10-31,2012-11-04,Second Class,DK-12835
CA-2014-122700,2014-11-27,2014-12-01,Standard Class,LT-17110
CA-2011-120768,2011-12-19,2011-12-21,Second Class,IM-15070
US-2013-153129,2013-12-27,2013-12-31,Standard Class,FP-14320
CA-2014-106852,2014-06-21,2014-06-28,Standard Class,ST-20530
CA-2012-139731,2012-10-15,2012-10-15,Same Day,JE-15745
CA-2014-122735,2014-04-13,2014-04-16,Second Class,BD-11320
CA-2014-128160,2014-12-20,2014-12-25,Second Class,MM-17920
CA-2014-117695,2014-08-06,2014-08-09,First Class,PW-19030
CA-2012-166135,2012-10-01,2012-10-06,Standard Class,SC-20440
CA-2013-133725,2013-05-24,2013-05-29,Standard Class,KL-16645
CA-2014-102337,2014-06-14,2014-06-17,First Class,SD-20485
US-2011-112564,2011-04-23,2011-04-24,First Class,TS-21160
CA-2012-145821,2012-05-01,2012-05-07,Standard Class,JB-15400
US-2012-160150,2012-07-19,2012-07-20,First Class,TS-21085
CA-2013-133711,2013-11-27,2013-11-30,First Class,MC-17425
CA-2014-148474,2014-06-13,2014-06-20,Standard Class,ME-17320
CA-2012-111297,2012-08-17,2012-08-21,Standard Class,SC-20440
CA-2013-123722,2013-09-26,2013-10-02,Standard Class,NH-18610
CA-2011-155271,2011-05-04,2011-05-04,Same Day,AA-10480
CA-2012-119907,2012-12-01,2012-12-08,Standard Class,LC-17140
US-2013-128902,2013-03-12,2013-03-16,Standard Class,MB-18085
CA-2013-152289,2013-08-27,2013-08-29,First Class,LC-16930
US-2013-104794,2013-12-17,2013-12-20,First Class,KD-16495
CA-2011-151708,2011-08-08,2011-08-14,Standard Class,MB-17305
CA-2012-100769,2012-05-16,2012-05-16,Same Day,TH-21550
CA-2014-139199,2014-12-10,2014-12-14,Standard Class,DK-12835
US-2012-161466,2012-09-24,2012-09-27,Second Class,ON-18715
CA-2014-164959,2014-07-12,2014-07-16,Standard Class,KN-16390
US-2012-105676,2012-12-01,2012-12-02,Same Day,NM-18520
CA-2013-113138,2013-11-20,2013-11-26,Standard Class,NP-18685
US-2014-104955,2014-03-20,2014-03-25,Standard Class,CG-12040
CA-2013-121958,2013-11-14,2013-11-18,Standard Class,CS-12505
CA-2014-121468,2014-11-20,2014-11-21,First Class,KD-16345
US-2013-108455,2013-12-03,2013-12-09,Standard Class,MK-18160
CA-2014-101210,2014-08-26,2014-08-29,Second Class,DW-13540
US-2013-108098,2013-10-15,2013-10-19,Standard Class,CP-12340
CA-2011-119032,2011-11-27,2011-12-03,Standard Class,MS-17770
CA-2012-140410,2012-11-03,2012-11-07,Standard Class,CM-12655
CA-2011-136280,2011-11-29,2011-12-06,Standard Class,Co-12640
CA-2014-151911,2014-05-01,2014-05-06,Second Class,DL-13495
CA-2014-166436,2014-11-25,2014-11-29,Standard Class,TS-21370
CA-2014-139661,2014-10-31,2014-11-04,Standard Class,JW-15220
CA-2011-123925,2011-12-17,2011-12-19,Second Class,RF-19840
CA-2014-152485,2014-09-05,2014-09-09,Standard Class,JD-15790
CA-2013-141586,2013-10-18,2013-10-21,First Class,NK-18490
CA-2014-130386,2014-11-13,2014-11-19,Standard Class,NG-18430
CA-2013-100468,2013-11-25,2013-12-02,Standard Class,AT-10435
CA-2012-153388,2012-08-01,2012-08-07,Standard Class,PC-19000
CA-2014-154935,2014-12-25,2014-12-30,Standard Class,AR-10540
CA-2013-134208,2013-09-18,2013-09-24,Standard Class,CS-12505
CA-2014-108294,2014-12-11,2014-12-11,Same Day,LS-16975
CA-2014-103611,2014-09-13,2014-09-16,First Class,JM-15535
CA-2014-100384,2014-06-25,2014-07-02,Standard Class,NH-18610
CA-2014-112809,2014-08-19,2014-08-23,Standard Class,RA-19915
US-2014-160759,2014-12-12,2014-12-18,Standard Class,AI-10855
CA-2014-148446,2014-12-11,2014-12-15,Second Class,MC-17845
CA-2011-111059,2011-02-04,2011-02-07,Second Class,TB-21400
CA-2014-116204,2014-02-12,2014-02-15,Second Class,VW-21775
CA-2014-109946,2014-04-17,2014-04-22,Standard Class,PL-18925
CA-2012-144806,2012-12-06,2012-12-11,Standard Class,GH-14425
CA-2013-122392,2013-07-23,2013-07-28,Standard Class,CJ-12010
CA-2012-148432,2012-11-07,2012-11-10,Second Class,MC-18130
CA-2012-103793,2012-03-26,2012-03-31,Standard Class,BV-11245
CA-2014-159884,2014-09-01,2014-09-06,Standard Class,JF-15490
CA-2013-139885,2013-12-05,2013-12-09,Standard Class,EB-13840
CA-2014-124086,2014-02-11,2014-02-15,Standard Class,MP-18175
CA-2013-112389,2013-10-30,2013-11-03,Standard Class,JM-15655
CA-2014-121888,2014-09-16,2014-09-18,Second Class,CL-11890
CA-2011-166884,2011-03-11,2011-03-16,Second Class,CK-12205
CA-2011-107181,2011-02-05,2011-02-09,Standard Class,DB-13270
CA-2011-150245,2011-12-31,2012-01-04,Second Class,PC-18745
CA-2012-111395,2012-11-23,2012-11-27,Standard Class,VB-21745
CA-2011-134278,2011-07-06,2011-07-08,First Class,EP-13915
US-2014-124926,2014-11-14,2014-11-19,Second Class,ME-17320
CA-2013-159345,2013-06-18,2013-06-23,Standard Class,IG-15085
CA-2011-130274,2011-05-03,2011-05-05,First Class,JS-15940
CA-2014-158386,2014-10-17,2014-10-22,Standard Class,BO-11425
CA-2012-111507,2012-02-06,2012-02-13,Standard Class,VW-21775
